seller_id,total_orders,total_revenue,total_freight,seller_city,seller_state,avg_review_score,review_count,on_time_rate,avg_delivery_days,revenue_score,review_score_normalized,delivery_score,composite_score,seller_rank
01cf7e3d21494c41fb86034f2e714fa1,59,9439.56,1964.45,francisco beltrao,PR,4.15,60.0,94.92,11.8,4.155873015691196,83.0,94.91525423728814,62.92,1411
01ed254b9ff8407dfb9d99ba1e17d923,5,1465.99,67.72,mogi das cruzes,SP,5.0,5.0,100.0,6.7,0.6429997379080747,100.0,100.0,70.19,46
01fd077212124329bac32490e8ef80d9,31,1208.0,575.36,ribeirao preto / sao paulo,SP,4.16,31.0,96.77,8.2,0.5293384573354746,83.22580645161291,96.7741935483871,62.48,1477
01fdefa7697d26ad920e9e0346d4bd1b,128,14802.53,2730.2599999999998,londrina,PR,4.35,128.0,93.75,10.7,6.5186081522175625,87.03125,93.75,64.89,1086
0241d4d5d36f10f80c644447315af0bd,238,31397.7,6853.91,curitiba,PR,4.35,237.0,94.12,11.0,13.82985383429825,87.00421940928271,94.11764705882352,67.19,737
0249d282d911d23cb8b869ab49c99f53,11,393.0,138.88,sao paulo,SP,4.27,11.0,81.82,10.3,0.17027824699139485,85.45454545454545,81.81818181818183,58.78,2152
024b564ae893ce8e9bfa02c10a401ece,2,706.4,212.0,sao paulo,SP,4.5,2.0,100.0,15.3,0.30835121622063977,90.0,100.0,66.09,856
028872bfa080090a9d0abd4f1af168f8,1,70.5,47.37,ribeirao das neves,MG,5.0,1.0,100.0,16.5,0.028196139217203806,100.0,100.0,70.01,309
02b72cdeb9cfcc429f1af6f4e3f3b737,4,522.65,225.99,ibitinga,SP,4.75,4.0,100.0,12.5,0.22739745713999596,95.0,100.0,68.07,616
02c988090b766852e088c69d7fb3b551,12,1564.37,206.57,americana,SP,4.58,12.0,100.0,9.5,0.6863424906610203,91.66666666666666,100.0,66.87,769
02d35243ea2e497335cd0f076b45675d,14,5794.0,605.95,natal,RN,2.64,14.0,64.29,26.2,2.549768058118235,52.85714285714286,64.28571428571429,41.19,2838
02dcd3e8e25bee036e32512bcf175493,13,1341.9,281.59,contagem,MG,3.86,14.0,69.23,17.1,0.5883300673539682,77.14285714285715,69.23076923076923,51.8,2629
02ecc2a19303f05e59ce133fd923fff7,21,5264.19,478.21000000000004,santo andre,SP,4.62,21.0,100.0,11.1,2.3163524875140666,92.38095238095238,100.0,67.65,666
02f5837340d7eb4f653d676c7256523a,30,3883.05,580.83,curitiba,PR,4.83,30.0,96.67,9.7,1.7078709919133035,96.66666666666666,96.66666666666667,68.18,598
02f623a8eb246f3c5f7c2f96462654e6,44,6378.0,829.63,botucatu,SP,4.56,43.0,90.91,8.5,2.8070578284752195,91.16279069767442,90.9090909090909,64.58,1156
0307f7565ff85b299b6e5ef162b1b1a9,6,4711.9,256.99,sao jose do rio preto,SP,3.14,7.0,100.0,15.2,2.0730330230098555,62.857142857142854,100.0,55.76,2398
0336182e1b3e92f029d5354832045fdf,1,29.8,17.57,ibitinga,SP,2.0,1.0,100.0,13.1,0.01026515693376326,40.0,100.0,46.0,2789
034b9387752bfa309f350a70cd45ffa3,8,96.0,144.26,blumenau,SC,4.5,8.0,100.0,8.5,0.03943053843655844,90.0,100.0,66.01,915
038b75b729c8a9a04b0d07cba7eabe86,2,467.0,90.85,sao jose dos campos,SP,3.5,2.0,50.0,22.5,0.20288003296128676,70.0,50.0,43.06,2815
039b29ff3b3473435d0cd59040575de9,9,114.9,100.65,ribeirao pires,SP,4.44,9.0,100.0,9.1,0.04775721079913895,88.8888888888889,100.0,65.57,975
039e6ad9dae79614493083e241147386,5,12925.0,348.41999999999996,sao paulo,SP,4.0,5.0,80.0,14.6,5.691434757460115,80.0,80.0,57.71,2260
03a2a6dcbe45d639c4dc2a0d24769c40,9,1078.41,172.25,maua,SP,4.11,9.0,88.89,10.4,0.4722456810673896,82.22222222222221,88.88888888888889,59.7,2042
03bd479e1d9484cdb14104d3023f7321,3,359.7,57.72,uberlandia,MG,4.33,3.0,66.67,20.5,0.15560744330494353,86.66666666666666,66.66666666666666,54.71,2451
0417b067eeab773d2f7061a726dc477f,13,1859.18,642.57,sao bento do sul,SC,3.92,13.0,69.23,17.6,0.8162253625770179,78.46153846153847,69.23076923076923,52.4,2607
042573af89b6d931f672efaf789d8358,3,413.48,65.09,sorocaba,SP,3.67,3.0,66.67,20.0,0.17930101154090008,73.33333333333333,66.66666666666666,49.39,2714
04308b1ee57b6625f47df1d56f00eedf,92,58991.8,2948.82,bombinhas,SC,3.88,94.0,88.04,18.9,25.986839540133307,77.6595744680851,88.04347826086956,65.27,1024
0432ead42b6c8a0bdf68154add917fdf,82,7574.4,1180.0,maua,SP,4.46,85.0,96.34,8.9,3.3341494059668233,89.1764705882353,96.34146341463415,65.57,975
044668ccd5316b12a7cf0d54a156e3e9,3,137.8,53.55,osasco,SP,5.0,3.0,100.0,7.8,0.05784614186279468,100.0,100.0,70.02,227
04843805947f0fc584fc1969b6e50fe7,1,1400.0,74.76,ivoti,RS,5.0,1.0,0.0,15.0,0.613926874987086,100.0,0.0,40.18,2840
048c2757535328e0d7dac690ad3c0aae,50,9065.08,1247.33,franca,SP,4.18,50.0,86.0,18.5,3.9908903560965316,83.6,86.0,60.44,1927
04aa0a1c5ce6b222003403a3e11c3cc0,11,5518.0,821.51,cosmopolis,SP,4.09,11.0,81.82,17.5,2.4281722077440433,81.81818181818181,81.81818181818183,58.0,2238
04aba03279157f6d4e0fe8ccaf21963c,15,2416.0,319.23,santo antonio de padua,RJ,4.31,16.0,93.33,11.6,1.0615405850601964,86.25,93.33333333333333,62.82,1432
04e38a233f726ef161074ab1c9b0399a,19,991.6,355.67,sao paulo,SP,3.65,23.0,84.21,12.0,0.4340002616073042,73.04347826086956,84.21052631578947,54.61,2459
04ee0ec01589969663ba5967c0e0bdc0,1,289.49,24.83,lajeado,RS,5.0,1.0,100.0,3.1,0.1246753974543204,100.0,100.0,70.04,144
04fdea0c111866e6cf812f1570d6b5bd,8,865.0,173.35,sao paulo,SP,3.2,10.0,87.5,18.0,0.3782247737182729,64.0,87.5,51.96,2621
0509040ea3fe50071181bbc359eb7738,87,3689.35,1409.8999999999999,belo horizonte,MG,4.48,87.0,93.1,11.6,1.622533614313735,89.6551724137931,93.10344827586206,64.28,1201
052577151711aec5c744fe12e66db3e1,1,687.0,42.65,rodeio,SC,2.25,4.0,100.0,14.0,0.29980426152042483,45.0,100.0,48.09,2747
054694fa03fe82cec4b7551487331d74,20,8286.1,660.24,itajobi,SP,3.48,21.0,70.0,30.8,3.647699285355635,69.52380952380952,70.0,49.9,2701
056b4ada5bbc2c50cc7842547dda6b51,64,12203.4,1282.39,queimados,RJ,4.17,64.0,89.06,12.8,5.373523287786142,83.4375,89.0625,61.71,1729
0570350b23eda5444f8d1d9544932058,6,626.9,124.86,sao paulo,SP,5.0,6.0,100.0,5.1,0.27332632453676936,100.0,100.0,70.08,90
05730013efda596306417c3b09302475,4,952.0,216.67000000000002,criciuma,SC,5.0,4.0,100.0,9.5,0.41655390046665935,100.0,100.0,70.12,70
058cb5aeb36d7c0fcae20fc85d5e0a59,11,1236.0,747.82,rio de janeiro,RJ,3.58,12.0,90.91,10.1,0.5416742682430012,71.66666666666667,90.9090909090909,56.1,2380
058fd0aa2bfdb2274e05e1ae971dabb6,60,7549.9,878.88,santo andre,SP,4.38,61.0,93.33,10.1,3.323355571422737,87.54098360655738,93.33333333333333,64.01,1244
05a48cc8859962767935ab9087417fbb,1,42.9,16.49,sao paulo,SP,5.0,1.0,100.0,11.3,0.016036554179784664,100.0,100.0,70.0,443
05a940b4ecae36cadfd8e93bd9c43257,9,695.1,169.0,goiania,GO,3.9,10.0,100.0,14.3,0.3033728353901022,78.0,100.0,61.29,1790
05aebce0b5c8f0d41b29b686f2d05fd3,2,74.99,45.89,sao paulo,SP,5.0,2.0,50.0,6.0,0.030174274609160764,100.0,50.0,55.01,2436
05ca864204d09595ae591b93ea9cf93d,1,179.9,8.52,barueri,SP,5.0,1.0,0.0,5.2,0.07639391469161157,100.0,0.0,40.02,2844
05d2173d43ea568aa0540eba70d2ca76,62,5759.66,1679.27,alfenas,MG,4.18,60.0,93.55,15.0,2.5346390671695036,83.66666666666667,93.54838709677419,62.29,1510
05e107217c7266362fd44b75b2cd4cc4,5,193.38,82.00999999999999,sao paulo - sp,SP,4.2,5.0,60.0,8.2,0.08233272651423512,84.00000000000001,60.0,51.62,2632
05f51e13da97139648b8125c31e5f51b,57,13100.31,1888.65,belo horizonte,MG,4.07,60.0,84.21,12.5,5.76867015068149,81.33333333333333,84.21052631578947,59.53,2053
05feb94f19d094d4b0f9281f0b1d4c99,6,9353.0,697.04,mogi das cruzes,SP,4.5,6.0,100.0,15.4,4.117737737399928,90.0,100.0,67.24,733
05ff92fedb5be47920fea08e501238b9,57,21235.98,1747.89,santo angelo,RS,4.24,59.0,94.74,12.3,9.352958962325685,84.74576271186442,94.73684210526315,65.13,1047
062c325cd6a2b87845fab56b4ec2eeae,2,133.22,23.86,sao paulo,SP,5.0,2.0,100.0,5.5,0.055828355650063534,100.0,100.0,70.02,227
062ce95fa2ad4dfaedfc79260130565f,54,7479.1,1184.33,lajeado,RS,4.04,55.0,96.3,13.5,3.2921635924137056,80.72727272727272,96.29629629629629,62.17,1527
06532f10282704ef4c69168b914b77be,7,9827.95,632.8,paincandu,PR,4.25,8.0,100.0,16.6,4.326983929918849,85.0,100.0,65.3,1017
06579cb253ecd5a3a12a9e6eb6bf8f47,61,4587.4,1420.57,sao paulo - sp,SP,4.08,62.0,86.89,9.9,2.0181827209388894,81.61290322580645,86.88524590163934,59.32,2099
066a6914e1ebf3ea95a216c73a986b91,66,8956.38,1655.18,foz do iguacu,PR,4.09,67.0,96.97,13.3,3.943000975894812,81.7910447761194,96.96969696969697,62.99,1402
0691148aee60ca47977c187804f935ae,47,5868.51,1490.94,londrina,PR,4.17,47.0,97.87,11.9,2.582594532072514,83.40425531914894,97.87234042553192,63.5,1322
0692610d8abe24f287e9fae90ea0bbee,4,173.99,31.73,sao paulo,SP,4.0,4.0,75.0,6.6,0.0737901774607729,80.0,75.0,54.52,2468
06a2c3af7b3aee5d69171b0e14f0ee87,389,36097.98,12071.52,sao luis,MA,3.99,388.0,76.86,17.7,15.900631166170728,79.79381443298969,76.86375321336762,59.75,2035
06bb3a2fe5e7b7a845b13e8fb91bd944,17,1536.19,326.14,belo horizonte,MG,4.59,17.0,100.0,8.8,0.6739273781119451,91.76470588235294,100.0,66.91,762
06df0c10d34e459d9672bc77388742eb,26,9070.0,525.77,maringa,PR,4.35,26.0,88.46,10.1,3.993057934298854,86.92307692307692,88.46153846153845,62.51,1474
06e5eefc71ec47ae763c5c6f8db7064f,90,21648.67,2151.65,porto alegre,RS,3.92,90.0,97.78,10.9,9.534775598162371,78.44444444444444,97.77777777777777,63.57,1318
07017df32dc5f2f1d2801e579548d620,8,946.49,181.75,joao pessoa,PB,4.0,8.0,100.0,10.1,0.4141263891059282,80.0,100.0,62.12,1537
070d165398b553f3b4b851c216b8a358,31,3333.17,967.9399999999999,sao paulo,SP,3.32,31.0,83.87,12.1,1.4656132882764903,66.45161290322581,83.87096774193549,52.18,2610
0725b8c0f3f906e58f70cbe76b7c748c,16,2161.52,703.95,guarulhos,SP,3.59,17.0,62.5,13.0,0.9494256864977898,71.76470588235294,62.5,47.74,2752
0743a0239d764b9a0f959a57d07e36ab,4,336.96,66.26,sao paulo,SP,4.75,4.0,100.0,5.4,0.14558900258933075,95.0,100.0,68.04,630
0747d5bb69f0586cc869d8af4c50f93e,12,322.8,181.44,saquarema,RJ,3.36,14.0,91.67,14.2,0.13935060678752442,67.14285714285715,91.66666666666666,54.4,2477
0761743cbffb25d7148189e9f1a5f03a,3,241.2,86.2,ribeirao preto,SP,4.67,3.0,100.0,13.1,0.10340052928558957,93.33333333333333,100.0,67.36,708
077c5fae4bea9500e3737b16f71b9d3a,4,106.8,70.44,sorocaba,SP,4.5,4.0,100.0,8.3,0.044188636929461594,90.0,100.0,66.01,915
0791d9fc1e30678ecf03d3e55fa108d3,5,842.0,186.99,belo horizonte,MG,4.0,5.0,100.0,7.8,0.36809178618709026,80.0,100.0,62.11,1539
079d295dcbf06ee8bb1b65ba964eb2b6,5,349.3,190.79,sao paulo,SP,4.6,5.0,100.0,8.3,0.1510255706821479,92.0,100.0,66.85,771
07a9bc7f61396b658ddf3ac534efe44c,1,119.9,15.59,sao paulo,SP,3.0,1.0,100.0,6.0,0.049960034175483,60.0,100.0,54.01,2516
07bf9669d84d1f11be443a9dd938f698,18,1776.0,646.22,sao paulo,SP,3.72,18.0,100.0,8.4,0.7795791928881584,74.44444444444444,100.0,60.01,1993
07d75e33f2750d97d467fb57e4dfdd8a,2,722.4,37.19,sao paulo,SP,2.5,2.0,100.0,11.8,0.3154002510249407,50.0,100.0,50.09,2676
07de60b03d150fb3ea09eab5da5e4c8b,9,719.1,169.9,ibitinga,SP,4.33,9.0,88.89,13.4,0.31394638759655363,86.66666666666666,88.88888888888889,61.43,1774
07e8e8fc5222bb358e6f259da3197074,2,51.8,23.06,sao paulo,SP,4.0,2.0,100.0,8.6,0.019957579789677066,80.0,100.0,62.01,1630
080102cd0a76b09e0dcf55fcacc60e05,122,5612.65,2160.83,belo horizonte,MG,4.48,124.0,95.9,9.9,2.469871654258236,89.51612903225806,95.90163934426229,65.32,1014
080199a181c46c657dc5aa235411be3b,79,14504.2,1040.68,osasco,SP,4.62,78.0,97.47,8.1,6.387174492644619,92.3076923076923,97.46835443037975,68.08,613
08061dc0fc165ed41288cc7acde738ee,4,123.8,58.42,osasco,SP,4.5,4.0,75.0,20.1,0.051678236409031346,90.0,75.0,58.52,2173
08084d990eb3f53af056ccbc1730c8a7,12,372.5,234.29,sao paulo,SP,4.45,11.0,100.0,8.5,0.16124667114838426,89.0909090909091,100.0,65.68,959
081acf3de680d554796c9cf041be7bc2,4,1597.3,205.5,vespasiano,MG,3.25,4.0,75.0,15.5,0.7008502854176221,65.0,75.0,48.71,2733
082e0bf4cb865a6533b1e8e498cc0255,11,2073.3,991.03,botucatu,SP,3.27,11.0,81.82,14.4,0.9105590708455754,65.45454545454545,81.81818181818183,51.0,2657
085f6f7e049c996695fb2074fe38d45e,6,305.4,130.56,taubate,SP,4.0,6.0,100.0,10.6,0.13168478143784712,80.0,100.0,62.04,1577
08633c14ef2db992c11f840f04fad4cd,74,7644.3,1424.52,ribeirao pires,SP,4.36,74.0,93.24,10.0,3.3649448767681127,87.29729729729729,93.24324324324324,63.9,1265
0873d9f8f36123f8d910f4760e788cfb,6,7265.59,161.06,barueri,SP,3.17,6.0,50.0,13.1,3.198098628597062,63.33333333333333,50.0,41.29,2836
0885aaf116795758dfeb5f1032487bcd,27,2573.1,499.04,ferraz de vasconcelos,SP,4.21,28.0,96.3,6.0,1.1307532955449264,84.28571428571429,96.29629629629629,62.94,1408
0887a9f087bcd5d9f6642b52f897fc6c,12,1642.0,220.35,cananeia,SP,4.42,12.0,91.67,14.2,0.7205435264021378,88.33333333333334,91.66666666666666,63.05,1395
08ad4ac1388e4420ca531c3edfc46198,6,221.62,89.05,itapevi,SP,2.83,6.0,100.0,6.4,0.09477427294382629,56.666666666666664,100.0,52.7,2599
08cdbae123ff67ca4e36d9d641ce0119,4,3098.99,1096.47,uba,MG,3.25,4.0,50.0,24.3,1.3624418526220405,65.0,50.0,41.41,2832
08d0949a9a17c027262db1f3c450c26c,12,324.8,233.04000000000002,cascavel,PR,3.67,12.0,100.0,14.3,0.14023173613806206,73.33333333333333,100.0,59.38,2074
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,538.0,67.57,belo horizonte,MG,5.0,1.0,100.0,10.4,0.23416012490537222,100.0,100.0,70.07,94
08d2d642cf72b622b14dde1d2f5eb2f5,16,909.0,306.15999999999997,marilia,SP,4.31,16.0,81.25,15.3,0.39760961943010054,86.25,81.25,58.99,2127
08f5819815f3d06545011850bd70f0a8,3,452.0,70.83,santos,SP,4.67,3.0,100.0,8.5,0.1962715628322546,93.33333333333333,100.0,67.39,696
091065b789659bc3cd9af9cb3a6253ff,2,1359.0,85.37,canoas,RS,3.5,2.0,100.0,11.3,0.5958637233010647,70.0,100.0,58.18,2204
0936e1837d0c79253456bbb2ffaaef10,1,38.9,31.12,sao paulo,SP,5.0,1.0,100.0,18.4,0.014274295478709426,100.0,100.0,70.0,443
093805f8f2aeb63881444571e1f48f30,22,1215.79,343.94,osasco,SP,4.18,22.0,95.45,8.3,0.5327704561558185,83.63636363636363,95.45454545454545,62.25,1516
094ced053e257ae8cae57205592d6712,19,1519.2,459.03000000000003,ribeirao preto,SP,4.05,19.0,100.0,12.2,0.666442184279128,81.05263157894737,100.0,62.62,1462
0951a6e282947e09cd47969f4ed0b47f,7,492.3,88.02,taboao da serra,SP,4.86,7.0,100.0,4.7,0.21402631924558763,97.14285714285712,100.0,68.92,540
09883d9ab71c8fe8a9bfc7fc3075b07e,4,269.6,60.489999999999995,sao paulo,SP,3.4,5.0,75.0,14.4,0.11591256606322377,68.0,75.0,49.73,2705
099095b050cfe8eb1ddff5317587e96e,16,5003.84,702.09,sao paulo,SP,3.24,17.0,81.25,11.3,2.201651474307832,64.70588235294117,81.25,50.92,2659
09bad886111255c5b5030314fc7f1a4a,5,487.5,72.86,sao paulo,SP,5.0,5.0,100.0,6.5,0.21191160880429735,100.0,100.0,70.06,109
09f952a5f58d2285b0372551ae8f9b01,50,11821.5,1524.96,sao bernardo do campo,SP,3.84,50.0,94.0,13.3,5.205271638300983,76.8,94.0,60.48,1916
0a198e95d32b1be2da9424c962a6ebfa,1,69.99,16.68,contagem,MG,5.0,1.0,100.0,16.0,0.02797145123281671,100.0,100.0,70.01,309
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,462.0,22.799999999999997,sao paulo,SP,5.0,2.0,100.0,5.3,0.2006772095849427,100.0,100.0,70.06,109
0a85ebe4e328db81ac9109781205e2f7,12,667.9,137.75,jundiai,SP,4.58,12.0,91.67,5.2,0.29138947622279054,91.66666666666666,91.66666666666666,64.25,1205
0aa2205ca24f113f4658a5c536667426,4,815.62,172.48,sao paulo,SP,4.0,4.0,100.0,8.8,0.3564696900534991,80.0,100.0,62.11,1539
0ac4201fda2c68ebc0e47cb9423cf3c9,13,1676.88,233.99,sao paulo,SP,4.23,13.0,92.31,12.6,0.735910422275514,84.61538461538461,92.3076923076923,61.76,1723
0ad80de75c811326389cfb1daba7d45e,6,1449.4,115.32000000000001,rio de janeiro,RJ,5.0,5.0,100.0,9.0,0.6356907699453652,100.0,100.0,70.19,46
0adac9fbd9a2b63cccaac4f8756c1ca8,106,15557.6,2397.9,louveira,SP,4.05,109.0,93.4,13.1,6.851265321572783,80.91743119266056,93.39622641509435,62.44,1485
0ade5cc4a305ed7093a23f68ca47519c,2,158.88,42.39,curitiba,PR,5.0,2.0,100.0,6.9,0.06713324521746118,100.0,100.0,70.02,227
0aea4c6ae1505b3228ddf3dd7822ee5b,8,1427.91,151.75,sorocaba,SP,3.88,8.0,75.0,18.4,0.6262230350738385,77.5,75.0,53.69,2577
0af2ab31141893d26aca5a404a537dab,1,59.0,15.51,sao paulo,SP,5.0,1.0,100.0,5.8,0.023129645451612495,100.0,100.0,70.01,309
0af977692321d895349eded183341d28,2,257.75,19.47,santos,SP,4.5,2.0,100.0,2.5,0.11069187466128837,90.0,100.0,66.03,881
0afccdb8a34ee5c79f7c06faf2b4d56e,24,1185.6,371.49,uberlandia,MG,4.04,24.0,91.67,13.5,0.5194698086094531,80.83333333333333,91.66666666666666,59.99,2002
0b09101900100c0e9d312861fad5a1b9,1,153.75,14.61,sao paulo,SP,4.0,1.0,100.0,18.5,0.06487314843333218,80.0,100.0,62.02,1606
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,1416.76,133.88,guarulhos,SP,4.67,3.0,100.0,11.9,0.6213107389445912,93.33333333333333,100.0,67.52,673
0b18d63d0cd1d723567903fd34a07df2,9,1678.14,265.89,sp,SP,4.78,9.0,100.0,7.1,0.7364655337663526,95.55555555555554,100.0,68.44,579
0b1ca3ef18a63d7eb0c8897fa0849c08,1,55.0,7.87,sao roque,SP,5.0,1.0,100.0,6.7,0.021367386750537256,100.0,100.0,70.01,309
0b35c634521043bf4b47e21547b99ab5,50,13235.65,1455.14,teixeira soares,PR,3.36,50.0,84.0,19.3,5.828296173832371,67.19999999999999,84.0,53.83,2573
0b36063d5818f81ccb94b54adfaebbf5,1,765.0,18.0,jaragua do sul,SC,5.0,1.0,100.0,14.5,0.33416830619139193,100.0,100.0,70.1,81
0b3f27369a4d8df98f7eb91077e438ac,2,146.51,24.88,aruja,SP,4.0,2.0,100.0,7.2,0.061683460184386,80.0,100.0,62.02,1606
0b46f784306be7200ca1700aa55d819f,1,19.9,10.96,belo horizonte,MG,5.0,1.0,100.0,3.2,0.005903566648602046,100.0,100.0,70.0,443
0b64bcdb0784abc139af04077d49a20e,4,137.6,68.21000000000001,canoas,RS,4.75,4.0,100.0,8.5,0.057758028927740915,95.0,100.0,68.02,637
0b90b6df587eb83608a64ea8b390cf07,163,28492.76,3598.18,maringa,PR,4.01,163.0,96.32,14.5,12.550039886522876,80.24539877300614,96.31901840490798,64.76,1110
0bae85eb84b9fb3bd773911e89288d54,136,7433.56,2907.0,itajai,SP,4.27,137.0,99.26,10.3,3.2721002771019636,85.40145985401459,99.26470588235294,64.92,1085
0bb27263628258b8111a0262769fa9db,1,22.2,10.96,sao paulo,SP,5.0,1.0,100.0,41.7,0.0069168654017203075,100.0,100.0,70.0,443
0bb738e4d789e63e2267697c42d35a2d,29,2308.4,616.94,sao roque,SP,4.6,30.0,96.43,12.1,1.0141358260012725,92.0,96.42857142857143,66.03,881
0be8ff43f22e456b4e0371b2245e4d01,156,11336.0,2508.49,sao paulo,SP,3.95,161.0,93.59,10.4,4.991377488457976,79.00621118012423,93.58974358974359,61.18,1804
0bebbb2cea103a4a020c95d43fd7d754,9,1367.2,147.14,sao paulo,SP,4.89,9.0,100.0,5.9,0.599476353638269,97.77777777777779,100.0,69.29,523
0bf0150d5b9d60d9cd2906003332f085,39,5774.6,1097.74,sao paulo,SP,3.79,38.0,79.49,14.2,2.54122110341802,75.78947368421052,79.48717948717949,54.92,2440
0bfd0b434243adc5c2e1aa6baf19c6aa,6,371.2,65.78999999999999,rio de janeiro,RJ,3.67,6.0,100.0,8.5,0.1606739370705348,73.33333333333333,100.0,59.38,2074
0c7533c71df861ec58ad7ff999ed0e8d,61,2989.3,874.21,valinhos,SP,4.15,61.0,95.08,10.8,1.3141163133918048,82.95081967213115,95.08196721311475,62.1,1541
0c7f30ae9b147eca07affbef92832a6a,5,479.5,87.61,ponta grossa,PR,5.0,5.0,100.0,8.5,0.20838709140214687,100.0,100.0,70.06,109
0c8380b62e38e8a1e6adbeba7eb9688c,180,17228.99,4071.75,tres coracoes,MG,4.04,180.0,94.44,13.0,7.58762071417032,80.77777777777777,94.44444444444444,62.92,1411
0cab2da43793a6f3c5ed8514c5f54627,3,309.7,57.2,curitiba,PR,5.0,3.0,100.0,5.0,0.13357920954150304,100.0,100.0,70.04,144
0cbcee27c791afa0cdcb08587a2013a8,37,5054.15,783.53,tres coracoes,MG,3.85,39.0,89.19,12.8,2.223816283120606,76.92307692307693,89.1891891891892,58.19,2203
0d33a55da925bbf1ff02af5f6059fc7f,22,547.3,385.61,sao paulo,SP,4.45,22.0,95.45,8.5,0.23825737638537214,89.0909090909091,95.45454545454545,64.34,1192
0d4c8269e7f0401201794deef160edd6,3,792.64,99.39,ribeirao preto,SP,3.67,3.0,100.0,17.4,0.34634551381582185,73.33333333333333,100.0,59.44,2061
0d83f8e03188682112cc0d93523705cc,4,696.26,124.31,porto alegre,RS,3.75,4.0,75.0,16.9,0.30388389041341396,75.0,75.0,52.59,2602
0d85bbda9889ce1f7e63778d24f346eb,51,4845.2,1624.5,uberlandia,MG,4.2,50.0,88.24,15.8,2.131760294223188,84.00000000000001,88.23529411764706,60.71,1880
0daf5180aa44356f60f8effa533b55a2,2,144.8,38.83,goiania,GO,5.0,2.0,50.0,8.0,0.06093009458967635,100.0,50.0,55.02,2433
